Price,Area,Location,No. of Bedrooms,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool
1990000,700,Dhakoli Zirakpur,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
3700000,1200,Zirakpur GAzipur Road,0,1,0,0,1.0,,1,0,1,,0,,0,0,1
3600000,1050,Zirakpur GAzipur Road,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
2790000,1000,Zirakpur GAzipur Road,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
5490000,1500,Aerocity Road,0,1,1,1,1.0,,1,0,1,,0,,0,0,1
6190000,1800,Zirakpur punjab,0,1,1,1,1.0,,1,0,1,,0,1.0,0,1,1
1690000,700,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,0,0,,,0,0,0,,0,,0,0,0
2550000,1010,Airport Road,0,1,0,0,1.0,1.0,1,0,0,1.0,0,1.0,0,0,0
1890000,750,Dhakoli Zirakpur,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
2700000,1100,Zirakpur GAzipur Road,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
3600000,1100,Zirakpur GAzipur Road,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
2690000,1000,Zirakpur GAzipur Road,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
2690000,1100,Zirakpur GAzipur Road,0,1,0,0,1.0,,1,0,0,,1,,0,1,0
3600000,1100,Ambala Highway,0,1,0,1,1.0,,1,0,1,,1,,0,1,0
6190000,1738,Ambala Highway,0,1,1,1,1.0,,1,0,1,,0,1.0,0,1,1
4090000,1530,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,0,1,1.0,,1,1,1,,0,1.0,0,1,1
3240000,1230,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,1,1,1.0,,1,1,1,,0,1.0,0,1,1
2790000,1000,Zirakpur GAzipur Road,0,1,0,0,,,0,0,0,,0,,0,0,0
1890000,870,Dhakoli Zirakpur,0,1,1,0,1.0,,1,0,1,,0,,0,1,0
5590000,1410,Aerocity Road,0,1,1,1,1.0,,1,0,1,,1,1.0,0,1,1
2750000,1000,Zirakpur GAzipur Road,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
5790000,1500,Aerocity Road,0,1,0,1,1.0,,1,0,0,,0,,0,0,0
6500000,1800,Mohali Sec 118,0,1,0,0,,,0,0,0,,0,,0,0,0
2750000,900,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,0,0,1.0,1.0,1,0,0,,0,,0,0,0
2790000,1000,Zirakpur GAzipur Road,0,1,0,0,,,0,0,0,,0,,0,0,0
1590000,600,Dera Bassi,0,1,0,0,,,0,0,0,,0,,0,0,0
1690000,600,Dera Bassi,0,1,0,0,,,0,0,0,,0,,0,0,0
5290000,1418,Airport Road,0,1,1,1,1.0,,1,1,1,,0,1.0,0,1,1
5590000,1410,Airport Road,0,1,1,1,1.0,,1,0,1,,0,,0,0,1
5590000,1410,Aerocity Road,0,1,0,1,1.0,,1,0,1,,0,,0,1,1
3790000,1530,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,1,1,1.0,,1,0,1,,0,,0,1,1
3240000,1230,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,1,1,1.0,,1,0,1,,0,1.0,0,1,1
5290000,4150,Aerocity Road,0,1,0,1,1.0,,1,0,0,,0,,0,0,1
2750000,1050,Zirakpur GAzipur Road,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
3700000,1100,Zirakpur punjab,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
5290000,1410,Aerocity Road,0,1,1,1,1.0,,1,0,1,,0,,0,0,1
2690000,1000,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,0,0,,,0,0,0,,0,,0,0,0
6690000,1800,Ambala Highway,0,1,0,0,,,0,0,0,,0,,0,0,0
3700000,1110,Zirakpur GAzipur Road,0,1,0,0,,,0,0,0,,0,,0,0,0
3700000,1110,Zirakpur GAzipur Road,0,1,0,0,,,0,0,0,,0,,0,0,0
3700000,1110,Zirakpur GAzipur Road,0,1,0,0,,,0,0,0,,0,,0,0,0
2790000,1100,Zirakpur GAzipur Road,0,1,0,0,,,0,0,0,,0,,0,0,0
4000000,1320,Zirakpur GAzipur Road,0,1,0,0,,,0,0,0,,0,,0,0,0
6690000,1800,Ambala Highway,0,1,0,0,,,0,0,0,,0,,0,0,0
2690000,900,Mohali Sector 127,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
1690000,600,Dera Bassi,0,1,0,0,,,0,0,0,,0,,0,0,0
1690000,600,Dera Bassi,0,1,0,0,,,0,0,0,,0,,0,0,0
1669000,600,Dera Bassi,0,1,0,0,,,0,0,0,,0,,0,0,0
2790000,1100,Zirakpur GAzipur Road,0,1,0,0,,,0,0,0,,0,,0,0,0
3450000,1110,Zirakpur GAzipur Road,0,1,0,0,,,0,0,0,,0,,0,0,0
2790000,1100,Zirakpur GAzipur Road,0,1,0,0,,,0,0,0,,0,,0,0,0
2590000,1100,Dera Bassi,0,1,0,0,,,0,0,0,,0,,0,0,0
5290000,1500,Airport Road,0,1,1,1,1.0,,1,0,1,,0,,0,0,0
3240000,1600,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,1,1,1.0,,1,0,1,,0,,0,0,1
2990000,1500,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,1,1,1.0,,1,0,1,,0,,0,1,1
2200000,1300,Dera Bassi,0,1,0,0,1.0,,1,0,1,,0,,0,0,0
3240000,1600,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,1,1,1.0,,1,0,1,,0,,0,0,1
2990000,1500,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,1,1,1.0,,1,0,1,,0,,0,1,1
2200000,1300,Dera Bassi,0,1,0,0,1.0,,1,0,1,,0,,0,0,0
1962000,780,Panchkula Road,0,1,1,1,1.0,,1,0,1,,0,,0,0,1
4990000,1900,Vip Road Zirakpur,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
6890000,1800,Ambala Highway,0,1,0,0,,,0,0,0,,0,,0,0,0
1690000,700,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,0,0,,,0,0,0,,0,,0,0,0
6990000,1800,Ambala Highway,0,1,0,0,,,0,0,0,,0,,0,0,0
2790000,1000,Zirakpur GAzipur Road,0,1,0,0,,,0,0,0,,0,,0,0,0
2550000,1100,sector 5 Mubarikpur road derabassi,0,1,0,0,,,0,0,0,,0,,0,0,0
3590000,1210,Dera Bassi,0,1,0,0,,,0,0,0,,0,,0,0,0
1600000,600,Dera Bassi,0,1,0,0,,,0,0,0,,0,,0,0,0
2590000,1110,sector 5 Mubarikpur road derabassi,0,1,0,0,,,0,0,0,,0,,0,0,0
2790000,1100,Zirakpur GAzipur Road,0,1,0,0,,,0,0,0,,0,,0,0,0
2790000,1100,Zirakpur GAzipur Road,0,1,0,0,,,0,0,0,,0,,0,0,0
5815000,1580,New Chandigarh Mullanpur,0,1,1,1,1.0,1.0,1,1,1,1.0,0,,0,1,1
5810000,1580,New Chandigarh Mullanpur,0,1,1,1,1.0,1.0,1,1,1,1.0,0,1.0,0,1,1
5820000,1580,New Chandigarh Mullanpur,0,1,1,1,1.0,1.0,1,1,1,,0,,0,1,1
3390000,1350,Dera Bassi,0,1,0,0,,,0,0,0,,0,,0,0,0
3390000,1350,Dera Bassi,0,1,0,0,,,0,0,0,,0,,0,0,0
3390000,1350,Dera Bassi,0,1,0,0,,,0,0,0,,0,,0,0,0
3390000,1350,Dera Bassi,0,1,0,0,,,0,0,0,,0,,0,0,0
3390000,1350,Dera Bassi,0,1,0,0,,,0,0,0,,0,,0,0,0
3390000,1350,Dera Bassi,0,1,0,0,,,0,0,0,,0,,0,0,0
3390000,1350,Dera Bassi,0,1,0,0,,,0,0,0,,0,,0,0,0
3390000,1350,Dera Bassi,0,1,0,0,,,0,0,0,,0,,0,0,0
3390000,1350,Dera Bassi,0,1,0,0,,,0,0,0,,0,,0,0,0
3390000,1350,Dera Bassi,0,1,0,0,,,0,0,0,,0,,0,0,0
6952375,1675,New Chandigarh Mullanpur,0,1,1,1,1.0,1.0,1,1,1,1.0,0,1.0,0,1,1
6492600,1560,New Chandigarh Mullanpur,0,1,1,1,1.0,1.0,1,1,1,1.0,0,1.0,0,1,1
4193300,980,New Chandigarh Mullanpur,0,1,1,1,1.0,1.0,1,1,1,1.0,0,1.0,0,1,1
3390000,1350,Dera Bassi,0,1,0,0,,,0,0,0,,0,,0,0,0
4390000,1485,Dhakoli,0,1,0,1,,,1,0,0,,0,,0,0,0
7885000,1725,New Chandigarh Mullanpur,0,1,0,0,1.0,,1,0,1,,0,1.0,0,1,0
3600000,1034,New Chandigarh Mullanpur,0,1,1,1,1.0,1.0,1,1,1,1.0,0,1.0,0,1,1
4290000,1425,Kharar Mohali,0,1,1,1,1.0,1.0,1,1,1,1.0,0,1.0,0,1,1
5800000,1180,Mullanpur New Chandigarh,0,1,0,0,1.0,,0,0,0,,0,,0,0,0
4795000,1180,Mullanpur New Chandigarh,0,0,0,0,,,0,1,0,,0,,0,0,0
6200000,1640,Mullanpur Garibdass,0,0,0,0,,,0,0,0,,0,,0,0,0
6800000,1640,Mullanpur New Chandigarh,0,0,0,0,,,0,0,0,,0,,0,0,0
7600000,2140,Mullanpur New Chandigarh,0,0,0,0,1.0,,0,0,0,,0,,0,0,0
5700000,1180,Mullanpur New Chandigarh,0,0,0,0,1.0,,1,0,0,,0,,0,0,0
5600000,1180,Mullanpur Garibdass,0,0,0,0,1.0,,1,0,0,,0,,0,0,0
5860000,1640,Mullanpur New Chandigarh,0,0,0,0,1.0,,1,1,0,,0,,0,0,0
6100000,1640,Mullanpur New Chandigarh,0,0,0,0,,,0,0,0,,0,,0,0,0
9000000,1560,New Chandigarh Mullanpur,0,0,0,0,,,0,0,0,,0,,0,0,0
2000000,1073,Dera Bassi,0,1,0,0,1.0,1.0,1,1,1,,1,,0,1,0
1590000,580,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
3260000,1308,SEC 116 MOHALI KHARAR LANDRAN ROAD,0,0,0,1,1.0,1.0,1,0,0,,0,,0,0,0
3590000,1130,Mohali Sector 127,0,1,1,0,1.0,,1,0,0,,1,,0,0,0
3450000,1308,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,1,0,1.0,,1,0,0,,0,,0,0,0
3789000,1750,Lohgarh,0,1,1,0,,,0,0,1,1.0,0,,0,0,1
4150000,1580,Dhakoli,0,1,1,0,,,0,1,1,1.0,0,,0,0,0
3700000,1750,Lohgarh,0,1,1,0,,,0,0,1,1.0,0,,0,0,0
4250000,1580,Dhakoli,0,0,1,0,,,0,1,1,1.0,0,,0,0,1
3450000,1210,Zirakpur GAzipur Road,0,1,0,0,,,0,0,0,,0,,0,0,0
3450000,1210,Zirakpur GAzipur Road,0,1,0,0,,,0,0,0,,0,,0,0,0
5190000,1150,New Chandigarh Mullanpur,0,1,0,0,,,0,0,0,,0,,0,0,0
2390000,920,Mohali Sector 127,0,1,1,0,1.0,,1,1,0,1.0,1,1.0,0,1,0
3390000,1300,Mohali Sec 125,0,1,0,0,1.0,1.0,1,1,0,,1,,0,1,0
4000000,1368,Highland Marg,0,1,0,0,1.0,1.0,1,0,0,,0,,0,0,0
3890000,1368,Highland Marg,0,1,0,0,1.0,1.0,1,0,0,,0,,0,0,0
4190000,1368,Highland Marg,0,1,0,0,1.0,1.0,1,0,0,,0,,0,0,0
3890000,1369,Highland Marg,0,1,0,0,1.0,1.0,1,1,0,,0,,0,0,0
3490000,1100,Mohali Sector 127,0,1,0,0,1.0,1.0,1,1,0,,0,,0,1,0
2190000,900,Mohali Sector 127,0,1,0,0,1.0,1.0,1,1,0,,0,,0,1,0
2090000,900,Dera Bassi,0,1,1,0,1.0,1.0,1,1,1,1.0,0,1.0,0,1,0
1450000,560,Dera Bassi,0,1,0,0,1.0,1.0,0,1,0,,0,,0,0,0
2475000,1120,sector 5 Mubarikpur road derabassi,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
4490000,1053,Mohali Sec 125,0,1,0,0,1.0,,0,0,0,,0,,0,0,0
3490000,1625,Dera Bassi,0,1,0,0,1.0,,1,0,1,,0,,0,1,0
3995000,1369,Highland Marg,0,1,0,0,1.0,1.0,1,0,0,,0,,0,0,0
4195000,1369,Highland Marg,0,1,0,0,1.0,1.0,1,0,0,,0,,0,0,0
3890000,1368,Highland Marg,0,1,0,0,1.0,1.0,1,0,0,,0,,0,0,0
4190000,1300,Patiala Road Zirakpur,0,1,0,1,1.0,,1,1,0,,0,,0,0,0
2790000,1111,sector 123,0,1,0,0,1.0,1.0,1,0,0,,0,,0,1,0
2590000,945,Shivalik Vihar Road,0,1,1,0,1.0,,1,1,0,1.0,1,,0,1,0
6600000,2250,Mullanpur Garibdass,0,1,1,0,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
4000000,1350,Peermachhala,0,1,0,1,1.0,,1,0,0,,0,,0,0,0
3900000,1350,PEER MUCHALLA ADJOING SEC 20 PANCHKULA,0,1,0,1,1.0,,1,0,0,,0,,0,0,0
6900000,1800,Zirakpur Road,0,1,1,1,1.0,,1,0,0,,1,,0,0,1
4000000,1450,PEER MUCHALLA ADJOING SEC 20 PANCHKULA,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
4000000,1400,PEER MUCHALLA ADJOING SEC 20 PANCHKULA,0,1,0,1,1.0,,1,0,0,,0,,0,0,0
4000000,1500,Sector 20 Panchkula,0,1,0,0,1.0,,0,0,0,,0,,0,0,0
3200000,1250,NEARBY PEERMUCHALLA SECTOR 20 PANCHKULA,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
6000000,1800,PEER MUCHALLA ADJOING SEC 20 PANCHKULA,0,1,1,1,1.0,,1,0,0,,1,,0,0,1
2950000,1050,Dhakoli,0,1,0,0,,,0,1,0,1.0,0,,0,0,0
3900000,1350,PEER MUCHALLA ADJOING SEC 20 PANCHKULA,0,1,0,1,1.0,,1,0,0,,0,,0,0,0
2390000,850,kharar landran road,0,1,1,0,1.0,1.0,1,1,0,,0,,0,1,0
2750000,1000,Airport Road,0,1,1,0,1.0,1.0,1,1,0,,0,,0,1,0
1690000,600,Mohali Sector 127,0,1,1,0,1.0,1.0,1,1,0,,0,,0,1,0
3950000,1080,Patiala Road Zirakpur,0,1,0,0,1.0,1.0,1,1,0,,1,,0,1,1
3990000,1310,PEER MUCHALLA ADJOING SEC 20 PANCHKULA,0,1,0,1,1.0,,1,0,0,,0,,0,0,0
3400000,1550,Mohali Sec 125,0,1,0,0,1.0,1.0,1,0,1,,0,,0,0,0
1550000,460,Patiala Road Zirakpur,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
1600000,460,Patiala Road Zirakpur,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
1650000,460,Patiala Road Zirakpur,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
1850000,510,Patiala Road Zirakpur,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
1750000,510,Patiala Road Zirakpur,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
1800000,510,Patiala Road Zirakpur,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
1850000,510,Patiala Road Zirakpur,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
2590000,1100,Panchkula Road,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
3490000,1550,Sec 124 Sunny Enclave,0,1,0,0,1.0,1.0,1,0,0,,0,,0,0,0
3400000,1550,Mohali Sec 125,0,1,0,0,1.0,1.0,1,1,0,,0,,0,0,0
7290000,2018,Mohali Sector 127,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
6600000,2250,New Chandigarh Mullanpur,0,1,0,0,,,0,0,0,,0,,0,0,0
6600000,2250,Mullanpur Garibdass,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
3600000,1400,PEER MUCHALLA ADJOING SEC 20 PANCHKULA,0,1,0,0,1.0,,0,0,0,,1,,0,0,1
4000000,1500,PEER MUCHALLA ADJOING SEC 20 PANCHKULA,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
3200000,1200,NEARBY PEERMUCHALLA SECTOR 20 PANCHKULA,0,1,0,0,1.0,,1,0,0,,1,,0,0,0
4000000,1400,PEER MUCHALLA ADJOING SEC 20 PANCHKULA,0,1,0,0,1.0,,1,0,0,,1,,0,0,0
3900000,1350,PEER MUCHALLA ADJOING SEC 20 PANCHKULA,0,1,0,1,1.0,,1,0,0,,0,,0,0,0
3900000,1350,Peermachhala,0,1,0,1,1.0,,1,0,0,,0,,0,0,0
3500000,1450,PEER MUCHALLA ADJOING SEC 20 PANCHKULA,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
3490000,1000,Gazipur Road,0,1,0,0,,,0,0,0,,0,,0,0,0
2890000,1000,Gazipur Road,0,1,0,0,,,0,0,0,,0,,0,0,0
4100000,1350,Patiala Road Zirakpur,0,1,1,1,1.0,1.0,1,1,1,,1,1.0,0,1,1
7190000,2250,Mohali Sec 92,0,1,1,1,1.0,1.0,1,1,1,,0,1.0,0,1,1
7990000,2250,DLF Mullanpur,0,1,1,1,1.0,1.0,1,1,1,1.0,1,,0,1,0
7000000,1908,Patiala Road,0,1,0,1,1.0,1.0,1,0,0,,0,,0,0,0
6550000,1710,Airport Road,0,1,0,1,1.0,1.0,1,0,0,,0,1.0,0,0,0
3200000,1350,Dera Bassi,0,1,0,0,1.0,1.0,1,0,0,,0,,0,0,0
3000000,1200,Dhakoli,0,0,0,0,,,0,1,0,,0,,0,0,0
3190000,900,Dhakoli,0,0,0,0,,,0,1,0,,0,,0,0,0
3200000,1200,Dhakoli,0,0,0,0,,,0,1,0,,0,,0,0,0
3090000,900,Dhakoli,0,0,0,0,,,0,1,0,,0,,0,0,0
3200000,1200,Dhakoli,0,0,0,0,,,0,1,0,,0,,0,0,0
3190000,900,Dhakoli,0,0,0,0,,,0,1,0,,0,,0,0,0
3090000,900,Dhakoli,0,0,0,0,,,0,1,0,,0,,0,0,0
3090000,900,Dhakoli,0,0,0,0,,,0,1,0,,0,,0,0,0
3900000,1400,PEER MUCHALLA ADJOING SEC 20 PANCHKULA,0,1,0,1,1.0,,1,0,0,,1,,0,0,0
3200000,1250,Peermachhala,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
3900000,1350,NEARBY PEERMUCHALLA SECTOR 20 PANCHKULA,0,1,0,1,1.0,,1,0,0,,0,,0,0,0
3500000,1350,NEARBY PEERMUCHALLA SECTOR 20 PANCHKULA,0,1,0,1,1.0,,1,0,0,,0,,0,0,0
3500000,1190,PEER MUCHALLA ADJOING SEC 20 PANCHKULA,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
3150000,1150,Dhakoli,0,1,0,0,,,0,1,0,,0,,0,0,0
3300000,1100,Dhakoli,0,1,0,0,,,0,1,0,,0,,0,0,0
7990000,2098,DLF Mullanpur,0,1,1,1,1.0,1.0,1,1,1,,1,1.0,0,1,1
7990000,2250,DLF Mullanpur,0,1,1,1,1.0,1.0,1,1,1,,1,1.0,0,1,0
1750000,510,Patiala Road Zirakpur,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
1800000,510,Patiala Road Zirakpur,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
1850000,510,Patiala Road Zirakpur,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
1750000,510,Patiala Road Zirakpur,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
1800000,510,Patiala Road Zirakpur,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
1850000,510,Patiala Road Zirakpur,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
1550000,460,Patiala Road Zirakpur,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
1600000,460,Patiala Road Zirakpur,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
3090000,1080,PEER MUCHALLA ADJOING SEC 20 PANCHKULA,0,1,1,0,1.0,,1,1,0,,0,1.0,0,0,1
8100000,1818,Airport Road,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
1650000,460,Patiala Road Zirakpur,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
1550000,460,Patiala Road Zirakpur,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
1600000,460,Patiala Road Zirakpur,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
7990000,2385,DLF Mullanpur,0,1,1,1,1.0,,1,1,1,,1,,0,1,1
6290000,1734,Zirakpur punjab,0,1,1,1,1.0,1.0,1,1,1,,0,,0,1,1
1590000,600,Mohali Sector 127,0,1,0,0,1.0,1.0,1,0,0,,0,,0,0,0
1590000,600,Mohali Sector 127,0,1,0,0,1.0,1.0,1,0,0,,0,,0,0,0
1590000,600,Mohali Sector 127,0,1,0,0,1.0,1.0,1,0,0,,0,,0,0,0
1590000,600,Mohali Sector 127,0,1,0,0,1.0,1.0,1,0,0,,0,,0,0,0
1590000,600,Mohali Sector 127,0,1,0,0,1.0,1.0,1,0,0,,0,,0,0,0
3680000,1234,Mohali Sector 127,0,1,1,1,1.0,,1,1,1,1.0,1,,0,0,1
3690000,1234,Mohali Sector 127,0,1,1,1,1.0,,1,1,1,,1,,0,0,1
3500000,1190,Peermachhala,0,1,0,0,1.0,1.0,1,1,0,1.0,0,,0,1,0
3870000,1000,Mohali Sector 127,0,1,0,0,1.0,1.0,1,0,0,,1,,0,0,0
1980000,1050,Mohali Sector 127,0,1,1,0,1.0,,1,1,0,1.0,1,1.0,0,0,0
2290000,950,Mohali Sector 127,0,1,1,0,1.0,,1,1,0,1.0,1,,0,1,0
1450000,555,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,1,0,1.0,,1,1,0,1.0,1,,0,1,0
1950000,999,Mohali Sector 127,0,1,1,0,1.0,,1,1,0,1.0,1,,0,1,0
3590000,1000,Mohali Sec 117,0,1,0,0,1.0,,1,0,0,,1,,0,0,0
3590000,1620,Dera Bassi,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
3300000,1100,Dhakoli,0,1,0,0,,,0,0,0,,0,,0,0,0
3790000,1750,Gazipur,0,1,0,0,,,0,0,0,,0,,0,0,0
3795000,1650,Badal Colony,0,1,0,0,,,0,0,0,,0,,0,0,0
2690000,1010,Mohali Sector 127,0,1,0,0,1.0,1.0,1,1,0,,0,,0,1,0
2685000,1010,Mohali Sector 127,0,1,0,0,1.0,1.0,1,1,0,,0,,0,1,0
1990000,810,Mohali Sector 127,0,1,0,0,1.0,,0,0,0,,0,,0,0,0
2190000,810,Mohali Sector 127,0,1,0,0,1.0,1.0,1,1,0,,0,,0,1,0
3190000,1150,Mohali Sector 127,0,1,0,0,1.0,1.0,1,1,0,,0,,0,1,0
3180000,1150,Mohali Sec 125,0,1,0,0,1.0,1.0,1,1,0,,0,,0,1,0
2690000,1008,Mohali Sector 127,0,1,0,0,1.0,1.0,1,1,0,,0,,0,1,0
2670000,1010,Mohali Sector 127,0,1,0,0,1.0,1.0,1,1,0,,0,1.0,0,1,0
2090000,950,Mohali Sector 127,0,1,0,0,1.0,1.0,1,1,0,,0,,0,1,0
3190000,1350,Mohali Sector 127,0,1,0,0,1.0,1.0,1,1,0,,0,,0,1,0
3790000,1750,Gazipur,0,1,0,0,,,0,0,0,,0,,0,0,0
3750000,1600,Dhakoli,0,1,0,0,,,0,0,0,,0,,0,0,0
3700000,1600,Gazipur,0,1,0,0,,,0,0,0,,0,,0,0,0
3700000,1650,Gazipur,0,1,0,0,,,0,0,0,,0,,0,0,0
1490000,550,SECTOR 115 MOHALI ON KHARAR LANDRAN ROAD,0,1,0,0,1.0,1.0,1,1,0,,0,,0,1,0
2685000,1015,Mohali Sector 127,0,1,0,0,1.0,1.0,1,1,0,,0,,0,1,0
2690000,945,Mohali Sector 127,0,1,0,0,1.0,1.0,1,1,0,,0,,0,1,0
2490000,945,Mohali Sector 127,0,1,0,0,1.0,1.0,1,1,0,,0,,0,1,0
3490000,1134,Mohali Sector 127,0,1,0,0,1.0,1.0,1,1,0,,0,,0,1,0
3390000,1296,Mohali Sector 127,0,1,0,0,1.0,1.0,1,1,0,,0,,0,1,0
2490000,960,Mohali Sector 127,0,1,0,0,1.0,1.0,1,1,0,,0,,0,1,0
2990000,1350,Mohali Sector 127,0,1,0,0,1.0,1.0,1,1,0,,0,,0,1,0
3590000,1150,Mohali Sector 127,0,1,0,0,1.0,1.0,1,1,0,,0,,0,1,0
2490000,950,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,0,0,1.0,1.0,1,1,0,1.0,0,,0,1,0
2085000,900,Mohali Sector 127,0,1,0,0,1.0,1.0,1,1,0,,0,,0,1,0
3590000,1150,Mohali Sector 127,0,1,0,0,1.0,1.0,1,1,0,,0,,0,1,0
2775000,1015,Mohali Sector 127,0,1,0,0,1.0,1.0,1,1,0,,0,,0,1,0
3485000,1140,Mohali Sector 127,0,1,0,0,1.0,1.0,1,1,0,,0,,0,1,0
2675000,1015,Mohali Sector 127,0,1,1,0,1.0,1.0,0,1,0,,0,,0,1,0
4690000,1350,Mohali Sec 117,0,1,0,1,1.0,1.0,1,1,1,,0,1.0,0,1,0
6490000,1910,Aerocity,0,1,0,1,1.0,1.0,1,1,1,,0,1.0,0,1,0
4790000,1410,Aerocity Road,0,1,0,1,1.0,1.0,1,1,1,,0,1.0,0,1,0
2290000,780,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,0,0,1.0,1.0,1,1,0,,0,1.0,0,1,0
2490000,900,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
2990000,1125,Sec 124 Sunny Enclave,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
3190000,1135,Mohali Sec 125,0,1,0,0,1.0,1.0,1,1,0,,0,,0,1,0
1990000,970,Sector115,0,1,1,0,1.0,,1,1,0,,1,,0,1,0
4000000,1400,PEER MUCHALLA ADJOING SEC 20 PANCHKULA,0,1,0,1,1.0,,1,0,0,,0,,0,0,0
3500000,1350,PEER MUCHALLA ADJOING SEC 20 PANCHKULA,0,1,1,0,1.0,,1,0,0,,0,,0,0,0
3900000,1350,PEER MUCHALLA ADJOING SEC 20 PANCHKULA,0,1,0,1,1.0,,1,0,0,,0,,0,0,0
3900000,1400,Peermachhala,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
4000000,1350,NEARBY PEERMUCHALLA SECTOR 20 PANCHKULA,0,1,0,1,1.0,,1,0,0,,0,,0,0,0
3800000,1350,PEER MUCHALLA ADJOING SEC 20 PANCHKULA,0,1,0,1,1.0,,1,0,0,,0,,0,0,0
2900000,1100,PEER MUCHALLA ADJOING SEC 20 PANCHKULA,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
1490000,555,Mohali Sector 127,0,1,1,0,1.0,1.0,1,1,0,1.0,1,,0,1,0
1590000,550,Mohali Sec 125,0,1,1,0,1.0,1.0,1,1,0,1.0,1,,0,1,0
1690000,550,Mohali Sec 125,0,1,1,0,1.0,,1,1,0,1.0,1,1.0,0,1,0
1990000,999,Mohali Sector 127,0,1,1,0,1.0,1.0,1,1,0,1.0,1,,0,1,0
