Price,Area,Location,No. of Bedrooms,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool
1790000,910,Mohali Sector 127,0,1,1,0,1.0,1.0,1,1,0,,1,,0,0,0
2290000,570,Mohali Sector 127,0,1,1,0,1.0,1.0,1,1,0,,1,,0,0,0
1790000,600,Mohali Sector 127,0,1,1,0,1.0,,1,1,0,1.0,1,,0,0,0
1490000,550,Mohali Sector 127,0,1,1,0,1.0,,1,1,0,1.0,1,,0,1,0
2290000,1055,Mohali Sector 127,0,1,1,0,1.0,,1,1,0,,0,,0,0,0
3590000,1350,Mohali Sector 127,0,1,0,0,1.0,1.0,1,1,1,,0,,0,1,0
35000000,4500,IT Park Road,0,0,1,1,1.0,1.0,1,1,1,1.0,0,1.0,0,1,1
32500000,4500,IT Park Road,0,0,1,1,1.0,1.0,1,1,1,1.0,0,1.0,0,1,1
30000000,4500,IT Park Road,0,0,1,1,1.0,1.0,1,1,1,1.0,0,1.0,0,1,1
4090000,1200,Dhakoli,0,0,0,0,,,0,0,0,,0,,0,0,0
3990000,1125,Dhakoli,0,0,0,0,,,0,0,0,,0,,0,0,0
4790000,1800,Dhakoli,0,0,0,0,,,0,0,0,,0,,0,0,0
4190000,1125,Dhakoli,0,0,0,0,,,0,0,0,,0,,0,0,0
3990000,1125,Dhakoli,0,0,0,0,,,0,0,0,,0,,0,0,0
4090000,1200,Dhakoli,0,0,0,0,,,0,0,0,,0,,0,0,0
4190000,1125,Dhakoli,0,0,0,0,,,0,0,0,,0,,0,0,0
4790000,1800,Dhakoli,0,0,0,0,,,0,0,0,,0,,0,0,0
3990000,1125,Dhakoli,0,0,0,0,,,0,0,0,,0,,0,0,0
4090000,1200,Dhakoli,0,0,0,0,,,0,0,0,,0,,0,0,0
4190000,1125,Dhakoli,0,0,0,0,,,0,0,0,,0,,0,0,0
4790000,1800,Dhakoli,0,0,0,0,,,0,0,0,,0,,0,0,0
3690000,1368,Highland Marg,0,1,0,0,1.0,1.0,1,1,0,,0,,0,0,0
2750000,930,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
1890000,600,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,1,0,1.0,,1,1,0,1.0,1,,0,0,0
1590000,495,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,1,0,1.0,,1,1,0,1.0,1,,0,0,0
2750000,930,Mohali Sector 127,0,1,1,0,1.0,1.0,1,1,0,,1,,0,1,0
9390000,2250,DLF Mullanpur,0,1,0,0,,,0,0,0,,0,,0,0,0
1790000,675,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,1,0,1.0,,1,1,0,1.0,1,,0,0,0
2990000,900,Mohali Sector 127,0,1,1,0,1.0,,1,1,0,1.0,1,,0,0,0
1890000,675,Mohali Sector 127,0,1,1,0,1.0,,1,1,0,1.0,1,,0,0,0
2890000,1053,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,1,0,1.0,,1,1,0,1.0,1,,0,0,0
8990000,2385,DLF Mullanpur,0,1,0,0,,,0,0,0,,0,,0,0,0
1690000,540,Chandigarh Airport Area,0,1,1,0,1.0,1.0,1,1,0,,0,1.0,0,1,0
2490000,810,Chandigarh Airport Area,0,1,1,0,1.0,1.0,0,1,0,,1,1.0,0,1,0
1590000,495,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,1,0,1.0,,1,1,0,1.0,1,,0,0,0
2490000,810,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
3200000,1100,PEER MUCHALLA ADJOING SEC 20 PANCHKULA,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
3900000,1350,PEER MUCHALLA ADJOING SEC 20 PANCHKULA,0,1,0,1,1.0,,1,0,0,,0,,0,0,0
8490000,2385,Togan,0,1,1,1,,,0,1,1,,0,,0,0,1
7890000,2250,Togan,0,1,1,1,,,0,1,1,,0,,0,0,1
1690000,540,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
2490000,970,kharar landran road,0,1,0,0,,,0,0,0,,0,,0,0,0
2475000,1200,sector 5 Mubarikpur road derabassi,0,1,0,0,1.0,,1,0,1,,0,,0,0,0
2775000,1320,sector 5 Mubarikpur road derabassi,0,1,0,0,1.0,,1,0,1,,0,,0,0,0
6500000,1810,Ambala Highway,0,1,1,1,1.0,,1,0,1,,0,1.0,0,1,1
2690000,1000,Gazipur Road,0,1,0,0,1.0,,1,0,0,,0,,0,1,0
1590000,540,Mohali Sector 127,0,1,0,0,1.0,1.0,1,0,0,,0,,0,1,0
2475000,1120,sector 5 Mubarikpur road derabassi,0,1,0,0,1.0,,1,0,1,,0,,0,1,0
6490000,1739,Ambala Highway,0,1,1,1,1.0,,1,1,1,,1,1.0,0,1,1
6490000,1720,Ambala Highway,0,1,1,1,1.0,,1,1,1,,0,1.0,0,1,1
2475000,1120,sector 5 Mubarikpur road derabassi,0,1,0,0,1.0,,1,0,1,,0,,0,1,0
6750000,1845,Patiala Road,0,1,0,0,1.0,,1,0,1,,0,,0,0,0
5090000,810,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,0,0,,,0,0,0,,0,,0,0,0
1690000,550,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
2475000,1120,sector 5 Mubarikpur road derabassi,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
3590000,1550,Dera Bassi,0,1,0,1,1.0,,1,0,0,,0,,0,0,0
3590000,1550,Dera Bassi,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
3590000,1550,Dera Bassi,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
3290000,1250,Dera Bassi,0,1,0,0,1.0,,1,0,1,,0,,0,1,0
3290000,1250,Dera Bassi,0,1,0,0,1.0,,1,0,1,,0,,0,1,0
2475000,1110,sector 5 Mubarikpur road derabassi,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
3470000,990,Kharar Mohali,0,1,0,0,,,0,0,0,,0,,0,0,0
3480000,990,Kharar Mohali,0,1,0,0,,,0,0,0,,0,,0,0,0
5817000,1580,New Chandigarh Mullanpur,0,1,0,1,,,0,0,0,,0,,0,0,0
2475000,1210,sector 5 Mubarikpur road derabassi,0,1,1,0,1.0,,1,0,1,,0,,0,1,0
2975000,1500,sector 5 Mubarikpur road derabassi,0,1,0,0,1.0,,1,0,0,,0,,0,0,1
3390000,1350,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
1690000,750,Ambala Highway,0,1,1,1,1.0,,1,0,0,,0,,0,1,0
2475000,1125,sector 5 Mubarikpur road derabassi,0,1,1,0,1.0,,1,0,0,,0,,0,0,1
2490000,1210,sector 5 Mubarikpur road derabassi,0,1,0,0,1.0,,1,0,1,,0,,0,1,0
3275000,1350,sector 5 Mubarikpur road derabassi,0,1,0,0,1.0,,1,0,1,,0,,0,1,0
1340000,515,Panchkula Road,0,1,1,1,1.0,1.0,1,1,1,,0,,0,1,1
4990000,1800,Vip Road Zirakpur,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
6500000,1800,Zirakpur Road,0,1,1,1,1.0,1.0,1,1,1,1.0,0,1.0,0,1,1
2094000,780,Panchkula Road,0,1,1,1,1.0,1.0,1,1,1,1.0,0,1.0,0,1,1
1962000,730,Panchkula Road,0,1,1,1,1.0,1.0,1,1,1,1.0,0,1.0,0,1,1
1400000,535,Panchkula Road,0,1,1,1,1.0,1.0,1,1,1,1.0,0,1.0,0,1,1
2094000,780,Panchkula Road,0,1,1,1,1.0,,1,0,1,,0,,0,0,1
4990000,1800,Vip Road Zirakpur,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
3700000,900,Zirakpur GAzipur Road,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
1340500,515,Panchkula Road,0,1,1,1,1.0,1.0,1,1,1,1.0,0,1.0,0,1,1
1962000,730,Panchkula Road,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
1340000,515,Panchkula Road,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
4990000,900,Vip Road Zirakpur,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
5590000,900,Vip Road Zirakpur,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
1962000,730,Panchkula Road,0,1,1,1,1.0,,1,0,0,,1,,0,0,1
4990000,1710,Vip Road Zirakpur,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
1340500,512,Panchkula Road,0,1,1,1,1.0,,1,0,0,,1,,0,0,1
4990000,1800,Vip Road Zirakpur,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
2094000,780,Panchkula Road,0,1,1,1,1.0,,1,0,0,,1,,0,1,1
2590000,900,Zirakpur GAzipur Road,0,1,0,0,1.0,,1,1,0,,0,,0,1,0
1962000,730,Panchkula Road,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
1340000,515,Panchkula Road,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
1962000,730,Panchkula Road,0,1,1,1,1.0,,1,0,1,,1,1.0,0,1,1
2094000,780,Panchkula Road,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
3690000,1017,Patiala Road Zirakpur,0,1,0,0,1.0,,1,0,0,,0,,0,1,0
6190000,1737,Ambala Highway,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
1340500,515,Panchkula Road,0,1,1,1,1.0,,1,0,1,,0,,0,1,0
2094000,780,Panchkula Road,0,1,1,1,1.0,,1,0,1,,0,,0,1,1
1340500,515,Panchkula Road,0,1,1,1,1.0,,1,0,1,,0,,0,1,1
1340500,515,Panchkula Road,0,1,1,1,1.0,,0,0,1,,0,1.0,0,1,1
4990000,1800,Vip Road Zirakpur,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
1962000,730,Panchkula Road,0,1,1,1,1.0,,1,0,1,,0,,0,1,1
1490000,800,Patiala Road Zirakpur,0,1,0,1,1.0,,1,0,0,,0,,0,0,0
1340000,513,Panchkula Road,0,1,1,1,1.0,,1,1,1,,0,,0,1,1
1400000,535,Panchkula Road,0,1,0,1,1.0,,1,0,0,,0,,0,0,0
1340000,515,Panchkula Road,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
4990000,1800,Vip Road Zirakpur,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
4990000,1800,Vip Road Zirakpur,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
2094000,780,Panchkula Road,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
1962000,730,Panchkula Road,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
1962000,730,Panchkula Road,0,1,1,1,1.0,,1,0,1,,1,,0,1,1
1400000,535,Panchkula Road,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
1400000,535,Panchkula Road,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
1400000,535,Panchkula Road,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
2094000,780,Panchkula Road,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
2094000,780,Panchkula Road,0,1,1,1,1.0,,1,1,1,,0,,0,0,0
2094000,780,Panchkula Road,0,1,1,1,1.0,,1,0,1,,0,,0,1,1
1340000,515,Panchkula Road,0,1,1,1,1.0,,1,0,1,,0,,0,0,1
1340500,515,Panchkula Road,0,1,1,1,,,1,0,1,,0,,0,0,1
1962000,730,Panchkula Road,0,1,1,1,1.0,,1,0,1,,0,,0,0,1
1400000,535,Panchkula Road,0,1,1,1,1.0,,1,0,1,,0,,0,0,1
2475000,1120,sector 5 Mubarikpur road derabassi,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
3590000,1550,Dera Bassi,0,1,0,0,1.0,,1,0,1,,0,,0,1,0
3480000,990,Kharar Mohali,0,1,0,0,,,0,0,0,,0,,0,0,0
2990000,950,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,1,0,1.0,1.0,1,1,1,,1,1.0,0,1,0
2490000,970,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,1,0,1.0,1.0,1,1,0,,0,,0,1,0
1790000,630,Airport Road,0,1,1,0,1.0,1.0,1,1,0,,0,1.0,0,1,0
2750000,930,Mohali Sector 127,0,1,1,0,1.0,1.0,1,1,0,,1,1.0,0,1,0
2690000,900,Mohali Sector 127,0,1,1,0,1.0,1.0,1,1,0,,0,1.0,0,1,0
3470000,990,Kharar Mohali,0,1,0,0,1.0,1.0,1,0,0,,0,,0,0,0
3235000,1520,sector 5 Mubarikpur road derabassi,0,1,1,0,1.0,,1,0,0,,1,,0,0,0
3290000,800,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
2475000,1200,sector 5 Mubarikpur road derabassi,0,1,0,0,,,0,0,0,,0,,0,0,0
3480000,990,Kharar Mohali,0,1,0,0,,,0,0,0,,0,,0,0,0
4095000,1242,Zirakpur punjab,0,1,0,0,,,0,0,0,,0,,0,0,0
6300000,1737,Zirakpur punjab,0,1,1,1,1.0,1.0,1,1,1,1.0,0,1.0,0,1,1
6100000,1710,Zirakpur Road,0,1,1,1,1.0,1.0,1,1,1,1.0,0,1.0,0,1,1
6000000,1737,Airport Road,0,1,1,1,1.0,1.0,1,1,1,1.0,0,1.0,0,1,1
6000000,1737,Zirakpur Road,0,1,1,1,1.0,1.0,1,1,1,1.0,0,1.0,0,1,1
3450000,990,Patiala Road Zirakpur,0,1,0,0,1.0,1.0,1,0,0,,0,,0,1,0
6390000,1773,Zirakpur Road,0,1,0,1,1.0,1.0,0,0,0,,0,,0,0,0
11155000,1550,Chandigarh International Airport,0,1,0,0,,,0,0,0,,0,,0,0,0
6490000,1710,Airport Road,0,1,0,0,1.0,,1,1,0,,0,,0,1,0
6000000,1600,Zirakpur punjab,0,1,1,1,1.0,,1,1,1,,0,1.0,0,0,1
6390000,1737,Ambala Highway,0,1,1,1,1.0,,1,0,0,,0,,0,0,0
6690000,1800,Patiala Road,0,1,0,1,1.0,1.0,1,0,1,,1,1.0,0,1,1
2950000,1050,Zirakpur Road,0,1,0,0,1.0,1.0,1,0,0,,0,,0,0,0
6000000,1710,Zirakpur Road,0,1,1,1,1.0,1.0,1,1,1,1.0,0,1.0,0,1,1
6390000,1737,Ambala Highway,0,1,0,0,,,0,0,0,,0,,0,0,0
7390000,1638,Zirakpur punjab,0,1,0,0,,,0,0,0,,0,,0,0,0
8800000,2250,Zirakpur Road,0,1,1,1,1.0,1.0,1,1,1,1.0,0,1.0,0,1,1
8800000,2250,Zirakpur Road,0,1,1,1,1.0,1.0,1,1,1,1.0,0,1.0,0,1,1
2790000,930,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
2790000,930,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
3490000,990,Kharar Mohali,0,1,0,0,1.0,1.0,1,0,0,,0,,0,0,0
3290000,963,Mohali Sector 127,0,1,1,0,1.0,,1,1,0,1.0,1,,0,0,0
2990000,990,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,1,0,1.0,,1,1,0,1.0,1,,0,0,0
2390000,810,Mohali Sector 127,0,1,1,0,1.0,,1,1,0,1.0,1,,0,0,0
6211000,2150,85 Mohali Stadium Road,0,1,1,1,1.0,1.0,1,1,1,1.0,0,1.0,0,1,1
6700000,1625,Mohali Sec 118,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
2490000,1020,Mohali Sec 125,0,1,0,0,1.0,1.0,1,0,0,1.0,0,1.0,0,1,0
5400000,1000,Sector 80,0,0,0,0,,,0,0,0,,0,,0,0,0
9390000,2250,DLF Mullanpur,0,1,0,0,,,0,0,0,,0,,0,0,0
2690000,1000,Zirakpur GAzipur Road,0,1,0,0,1.0,,1,0,1,,0,,0,1,0
5290000,1510,Aerocity Road,0,1,1,1,1.0,,1,0,1,,0,,0,1,1
2690000,1000,Zirakpur GAzipur Road,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
38000000,2600,Sector 28,0,1,0,1,1.0,,0,0,0,,0,,0,0,0
2475000,1120,sector 5 Mubarikpur road derabassi,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
1890000,900,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,0,0,,,0,0,0,,0,,0,0,0
2090000,900,Mohali Sec 125,0,1,0,0,,,0,0,0,,0,,0,0,0
2090000,900,Mohali Sec 125,0,1,0,0,,,0,0,0,,0,,0,0,0
2090000,900,Mohali Sec 125,0,1,0,0,,,0,0,0,,0,,0,0,0
1590000,650,SECTOR 115 MOHALI ON KHARAR LANDRAN ROAD,0,1,0,0,,,0,0,0,,0,,0,0,0
1990000,600,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
3790000,1215,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
1790000,630,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
1890000,900,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,0,0,,,0,0,0,,0,,0,0,0
2475000,1120,sector 5 Mubarikpur road derabassi,0,1,0,1,1.0,,1,0,0,,0,,0,0,0
3590000,1550,Dera Bassi,0,1,0,1,1.0,,1,0,1,,0,,0,0,0
3590000,1550,Dera Bassi,0,1,0,1,1.0,,1,0,0,,0,,0,0,0
9500000,1800,Sector 67,0,0,0,0,,,0,0,0,,0,,0,0,0
9500000,1800,Sector 67,0,0,0,0,,,0,0,0,,0,,0,0,0
3890000,810,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
1690000,540,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
9390000,2250,DLF Mullanpur,0,1,0,0,,,0,0,0,,0,,0,0,0
7990000,2250,DLF Mullanpur,0,1,0,0,,,0,0,0,,0,,0,0,0
1590000,540,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
2690000,900,Sec 124 Sunny Enclave,0,1,0,0,,,0,0,0,,0,,0,0,0
2790000,910,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
4490000,920,SEC 116 MOHALI KHARAR LANDRAN ROAD,0,0,0,0,,,0,0,0,,0,,0,0,0
9390000,2250,DLF Mullanpur,0,1,1,1,1.0,1.0,1,1,1,,1,1.0,0,1,1
1700000,540,Patiala Road Zirakpur,0,1,0,0,1.0,,1,1,0,,1,,0,1,0
6099570,1710,Zirakpur punjab,0,1,1,1,1.0,1.0,1,1,1,1.0,0,1.0,0,1,1
5900000,1596,New Chandigarh Mullanpur,0,1,0,0,,,0,0,0,,0,,0,0,0
4500000,1285,New Chandigarh Mullanpur,0,1,1,1,1.0,1.0,1,1,1,1.0,0,1.0,0,1,1
6200000,1596,New Chandigarh Mullanpur,0,1,1,1,1.0,1.0,1,1,1,1.0,0,1.0,0,1,1
7100000,2250,Mullanpur Garibdass,0,1,1,1,1.0,1.0,1,1,1,1.0,0,1.0,0,1,1
6900000,1596,Mullanpur New Chandigarh,0,1,1,1,1.0,1.0,1,1,1,1.0,0,1.0,0,1,1
6900000,1710,Ambala Highway,0,1,1,1,,,1,0,0,,1,,0,0,1
2590000,1125,Mohali Sector 127,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
8500000,1485,Sector 88 Mohali,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
4000000,1650,Mohali Sec 125,0,0,0,0,,,0,0,0,,0,,0,0,0
4500000,1650,Sunny Enclave,0,0,0,0,,,0,0,0,,0,,0,0,0
3240000,1230,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,1,1,1.0,,1,1,1,,1,1.0,0,1,1
1890000,540,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
2490000,970,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,0,0,,,0,0,0,,0,,0,0,0
2690000,900,Mohali Sec 124,0,1,0,0,,,0,0,0,,0,,0,0,0
1590000,540,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
2790000,930,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
2790000,910,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
2850000,990,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,0,0,,,0,0,0,,0,,0,0,0
3990000,1620,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
6400000,2150,Mohali Sec 70,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
6400000,2100,Mohali Sec 90,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
6400000,2100,Mohali Sec 71,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
6400000,2100,Sector 71,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
8590000,2250,DLF Mullanpur,0,1,0,0,,,0,0,0,,0,,0,0,0
4450000,1800,New Chandigarh Mullanpur,0,1,1,1,1.0,,1,0,0,,0,,0,0,1
2690000,1000,Zirakpur GAzipur Road,0,1,0,0,1.0,,1,0,0,,0,1.0,0,1,0
9390000,2250,DLF Mullanpur,0,1,0,0,,,0,0,0,,0,,0,0,0
6700000,1625,Mohali Sec 118,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
4500000,2565,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,0,0,0,,,0,0,0,,0,,0,0,0
8200000,1730,Dhakoli,0,1,0,0,,,0,0,0,,0,,0,0,0
4490000,920,SEC 116 MOHALI KHARAR LANDRAN ROAD,0,0,0,0,,,0,0,0,,0,,0,0,0
1690000,560,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
4490000,920,SEC 116 MOHALI KHARAR LANDRAN ROAD,0,1,0,0,,,0,0,0,,0,,0,0,0
3490000,1055,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
2890000,1000,Mohali Sec 124,0,1,0,0,,,0,0,0,,0,,0,0,0
4890000,1650,Vip Road Zirakpur,0,1,1,1,1.0,,1,0,1,,0,,0,1,1
1590000,560,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
2690000,930,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
1650000,625,TDI city,0,0,0,0,,,0,0,0,,0,,0,0,0
2590000,880,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
3690000,1040,sector 123,0,1,0,0,,,0,0,0,,0,,0,0,0
2690000,900,Sec 124 Sunny Enclave,0,1,0,0,,,0,0,0,,0,,0,0,0
15400000,2075,Chandigarh,0,1,0,0,,,0,0,0,,0,,0,0,0
15500000,2075,Chandigarh,0,1,0,0,,,0,0,0,,0,,0,0,0
23700000,3200,Chandigarh,0,1,0,0,,,0,0,0,,0,,0,0,0
2094000,1200,Dera Bassi,0,1,1,0,1.0,,1,0,1,,0,,0,0,1
5290000,1410,Aerocity Road,0,1,1,1,1.0,,1,1,1,,1,1.0,0,1,1
2690000,1100,Zirakpur GAzipur Road,0,1,0,0,1.0,,1,0,0,,1,,0,0,0
2590000,900,Mohali Sector 127,0,1,1,0,1.0,1.0,1,1,0,,0,1.0,0,1,0
3300000,800,Kharar Mohali,0,1,0,0,,,0,0,0,,0,,0,0,0
4190000,850,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
2790000,927,sector 123,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
2690000,930,Kharar Mohali,0,1,0,0,,,0,0,0,,0,,0,0,0
2690000,930,Kharar Mohali,0,1,0,0,,,0,0,0,,0,,0,0,0
2490000,860,Kharar Mohali,0,1,0,0,,,0,0,0,,0,,0,0,0
1590000,630,Kharar Mohali,0,1,0,0,,,0,0,0,,0,,0,0,0
2850000,1030,Kharar Mohali,0,1,0,0,,,0,0,0,,0,,0,0,0
3539000,1550,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,0,0,,,0,0,0,,0,,0,0,0
1790000,650,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
5000000,860,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,0,0,,,0,0,0,,0,,0,0,0
2890000,950,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
1690000,620,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
3590000,1100,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
1690000,620,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
3700000,1080,Zirakpur punjab,0,1,0,0,,,0,0,0,,0,,0,0,0
3700000,1080,Zirakpur Road,0,1,0,0,,,0,0,0,,0,,0,0,0
7000000,1710,Zirakpur Road,0,1,0,0,,,0,0,0,,0,,0,0,0
3990000,1750,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,0,0,,,0,0,0,,0,,0,0,0
5190000,1701,Vip Road Zirakpur,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
2690000,1050,Ambala Highway,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
2850000,1030,SECTOR 115 MOHALI ON KHARAR LANDRAN ROAD,0,1,0,0,,,0,0,0,,0,,0,0,0
6600000,1771,Mohali Sec 117,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
8700000,1250,Sector 63,0,0,0,0,,,0,0,0,,0,,0,0,0
2690000,930,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
2690000,930,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
1689000,610,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
1690000,615,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
2590000,950,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
6541000,1771,Mohali Sec 117,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,1
3350000,1020,Zirakpur punjab,0,1,0,0,,,0,0,0,,0,,0,0,0
3890000,1260,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,0,0,,,0,0,0,,0,,0,0,0
2790000,1000,Zirakpur GAzipur Road,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
3600000,1100,Zirakpur GAzipur Road,0,1,0,0,1.0,,1,0,0,,0,,0,0,0
5590000,1410,Aerocity Road,0,1,1,1,1.0,,1,0,1,,1,,0,1,1
3299000,1308,SEC 116 MOHALI ON KHARAR LANDRAN ROAD,0,1,0,1,1.0,1.0,1,0,0,,0,,0,0,0
3590000,1050,SEC 115 MOHALI KHARAR LANDRAN ROAD,0,1,1,1,1.0,1.0,1,1,1,1.0,1,1.0,0,1,0
3750000,1080,Patiala Road Zirakpur,0,1,0,0,,,0,0,0,,0,,0,0,0
6890000,1800,Ambala Highway,0,1,1,1,1.0,,1,0,1,,1,1.0,0,1,1
6890000,1800,Ambala Highway,0,1,1,1,1.0,,0,1,1,,1,1.0,0,1,1
2790000,1100,Zirakpur GAzipur Road,0,1,0,0,1.0,,1,0,1,,0,,0,1,0
2790000,1100,Zirakpur GAzipur Road,0,1,0,0,,,0,0,0,,0,,0,0,0
1590000,600,Dera Bassi,0,1,0,0,,,0,0,0,,0,,0,0,0
1690000,650,Dera Bassi,0,1,0,0,,,0,0,0,,0,,0,0,0
1690000,650,Dera Bassi,0,1,0,0,,,0,0,0,,0,,0,0,0
3790000,1350,Mohali Sector 127,0,1,0,0,,,0,0,0,,0,,0,0,0
3390000,1300,Mohali Sec 125,0,1,0,0,,,0,0,0,,0,,0,0,0
